CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts,Village,Taluk
576,CR/1996/6852,CS/1973/6516,2025-07-24,31,16,2,3,8,25,5,5,2025-07-24 02:27:15,2025-07-24 06:27:15,2025-07-24 13:27:15,15.369119962997916,75.1281730888868,"A officia veniam quo vero. Possimus quis temporibus qui porro. Magnam consequuntur cum eveniet qui.
Provident incidunt optio error dolore saepe. Enim sunt nemo. Ab officia voluptas.",Kushtagi,Shikaripura
577,CR/1977/7206,CS/2008/7727,2024-07-25,24,6,3,1,4,27,1,1,2024-07-23 19:36:46,2024-07-23 21:36:46,2024-07-25 13:36:46,13.0371956,77.5993685,At voluptate fugit blanditiis architecto. Corporis accusamus veritatis architecto quo esse quas doloremque.,Mudhol,Ramdurg
578,CR/2023/2359,CS/2002/3716,2025-05-22,1,11,2,2,13,25,3,6,2025-05-20 20:17:42,2025-05-20 21:17:42,2025-05-22 03:17:42,12.981396347689417,77.58616691498213,"Ea harum sunt earum eligendi temporibus. Quod sit aliquam incidunt reprehenderit.
Ut nobis unde provident ullam repudiandae velit. Ducimus earum beatae dolorem.",Manvi,Maddur
579,CR/1972/3411,CS/2019/1538,2026-03-05,32,22,3,1,5,65,2,3,2026-03-04 23:02:13,2026-03-05 03:02:13,2026-03-05 18:02:13,13.922901,75.5707846,Velit nisi impedit quae ea voluptatibus eligendi eveniet. In earum cumque. Magni harum voluptatum quo minima perspiciatis.,Hungund,Saundatti
580,CR/1985/8472,CS/2001/9861,2025-06-11,33,25,3,1,7,15,3,9,2025-06-10 02:35:13,2025-06-10 06:35:13,2025-06-11 19:35:13,17.9062598,77.5186905,"Dolorum amet ducimus voluptate cumque. Enim suscipit repellendus quisquam voluptatibus. Ex in aut quia beatae aliquid.
Nostrum eum sequi iure modi. Eos animi incidunt dolore alias aliquam veritatis.",Sedam,Kunigal
581,CR/2001/2096,CS/1997/2206,2023-11-16,24,2,3,3,5,11,4,7,2023-11-14 17:33:57,2023-11-14 21:33:57,2023-11-16 15:33:57,12.9715468,77.6072073,Harum nisi consequatur iste ipsum. Eveniet consequuntur eveniet totam eum quae corrupti. Assumenda cupiditate beatae esse magni asperiores.,Mudbidri,Anekal
582,CR/2021/1757,CS/2015/6163,2025-12-16,1,16,2,2,8,34,2,3,2025-12-16 04:36:19,2025-12-16 08:36:19,2025-12-16 15:36:19,15.361056259860886,75.12152536759577,Porro molestias distinctio harum modi sit quidem. Error error iure iusto repellat mollitia ullam. Aspernatur ad non ut expedita perferendis.,Mundgod,Belagavi
583,CR/2008/5076,CS/2013/8567,2024-10-27,20,26,3,1,13,32,5,6,2024-10-26 05:25:55,2024-10-26 10:25:55,2024-10-27 13:25:55,17.326455615095412,76.83115935754725,Ab odit dolores asperiores. Sint quam corporis iste architecto reiciendis delectus. Quos dicta assumenda animi eveniet doloremque commodi mollitia.,Haliyal,Malavalli
584,CR/2017/4173,CS/1988/5625,2025-02-14,39,19,1,2,2,1,2,5,2025-02-13 12:50:56,2025-02-13 16:50:56,2025-02-14 17:50:56,12.857619,74.8506426,Commodi vitae optio dicta quae. Asperiores eaque quae animi rerum. Nostrum porro quod non a tempore.,Yelwala,Mysuru
585,CR/1979/9958,CS/1998/5347,2024-10-05,7,17,3,2,7,21,3,3,2024-10-04 08:37:48,2024-10-04 12:37:48,2024-10-05 09:37:48,15.4519685,75.0038417,"Nemo doloremque ratione maiores sint porro dolorum. Eum quisquam commodi eaque.
Ducimus exercitationem numquam laboriosam ipsum harum. Odio delectus est. Quasi ea maiores magnam.",Srirangapatna,Brahmavar
586,CR/2014/2308,CS/1985/7014,2026-01-20,15,14,1,2,8,5,1,7,2026-01-19 21:16:07,2026-01-20 02:16:07,2026-01-20 01:16:07,15.830857089914039,74.52342638723225,"Provident vero asperiores molestiae sequi quia non. Aliquam quas officiis. Quisquam natus dolorum ullam beatae.
Earum iste nisi libero unde exercitationem rerum. Deleniti reiciendis quaerat.",Jamkhandi,Yelahanka
587,CR/2025/5654,CS/2020/3805,2024-07-10,24,19,2,1,15,20,3,6,2024-07-09 04:20:14,2024-07-09 08:20:14,2024-07-10 02:20:14,12.8629762,74.8366243,Nihil necessitatibus voluptate reiciendis alias. Dolorum nihil accusamus iusto ut. Beatae harum amet provident architecto molestiae.,Mudbidri,Tiptur
588,CR/2002/6476,CS/1980/3179,2025-08-26,39,19,2,2,11,13,4,5,2025-08-25 05:19:07,2025-08-25 10:19:07,2025-08-26 04:19:07,12.859897,74.8403381,Libero laudantium sint. Exercitationem perferendis placeat ab. Harum unde consectetur doloribus assumenda iste.,Ankola,Nelamangala
589,CR/1994/2316,CS/2016/9243,2025-06-07,2,20,1,1,13,17,6,6,2025-06-05 06:54:05,2025-06-05 07:54:05,2025-06-07 02:54:05,13.34439860233219,74.74419873741942,Minima pariatur in doloribus earum eligendi dolorem. Minima eius facilis praesentium maiores quidem eos. Repellendus incidunt ea soluta voluptatem dicta.,Somwarpet,Madhugiri
590,CR/1971/8530,CS/1982/4099,2025-09-04,47,16,3,3,7,23,2,2,2025-09-03 12:00:57,2025-09-03 14:00:57,2025-09-04 03:00:57,15.36133498227374,75.12295840727631,"Totam omnis fugiat cumque.
Nihil sed reiciendis minima. Excepturi natus omnis inventore dolorum adipisci.",Shahabad,Kunigal
591,CR/1995/3615,CS/2018/6138,2025-06-19,5,25,3,3,10,13,4,4,2025-06-19 08:10:19,2025-06-19 09:10:19,2025-06-19 19:10:19,17.9085823,77.5114868,Earum enim ab sit iure tempore. Quasi possimus minus molestias expedita.,Hanur,Puttur
592,CR/1970/3476,CS/1993/9638,2026-01-27,16,24,3,2,3,6,4,10,2026-01-25 20:06:47,2026-01-26 00:06:47,2026-01-27 13:06:47,15.141866962648502,76.92488814584878,"Provident iste animi nostrum. A error inventore.
In libero ducimus. Quae accusantium suscipit. Deserunt delectus tenetur autem.",Ankola,Pavagada
593,CR/1975/2659,CS/2011/9591,2026-06-22,1,15,2,3,13,70,3,7,2026-06-21 22:03:23,2026-06-22 01:03:23,2026-06-22 07:03:23,15.857368,74.5062487,Beatae veniam nulla eaque enim. Voluptate adipisci facere fuga. Consectetur sequi maxime fugiat.,Basavakalyan,Raibag
594,CR/2005/6870,CS/2017/1725,2026-01-07,22,9,2,2,9,13,1,8,2026-01-05 03:48:47,2026-01-05 08:48:47,2026-01-07 03:48:47,12.9260234,77.5455446,"Perferendis ratione quos ipsum.
Quaerat cupiditate expedita repellendus iste velit et excepturi. Optio praesentium ipsum eius molestiae odio expedita.",Murudeshwar,Devanahalli
595,CR/1981/1278,CS/1988/9069,2024-03-10,10,13,1,1,7,22,5,3,2024-03-08 19:06:59,2024-03-08 20:06:59,2024-03-10 17:06:59,12.313414548535956,76.657431011171,"Odio nemo impedit temporibus. Sit aspernatur eum tempore.
Eos aliquid tenetur. Odio minus dolore nam. Quas vitae alias consequatur rem quae velit rerum.",Kumta,Hunsur
596,CR/2001/8281,CS/2009/8990,2023-08-17,5,1,1,1,8,44,6,10,2023-08-17 09:11:58,2023-08-17 13:11:58,2023-08-17 14:11:58,12.9767438,77.5995947,Excepturi consequuntur inventore inventore.,Kumta,Gokak
597,CR/2009/9931,CS/2014/5394,2024-06-13,32,14,3,2,13,44,5,2,2024-06-11 20:00:17,2024-06-12 00:00:17,2024-06-13 10:00:17,15.830623263056534,74.51809365161253,"Labore repellendus perspiciatis magnam sunt unde.
Expedita tempore dicta in harum.
In perferendis vero ut deserunt quibusdam. Repellat corporis earum velit ab est eaque.",Harohalli,Moodabidri
598,CR/1977/5780,CS/1978/8388,2025-11-18,10,25,3,1,15,39,5,1,2025-11-16 05:40:48,2025-11-16 07:40:48,2025-11-18 04:40:48,17.9145814,77.5212598,Quidem nostrum enim reiciendis soluta perferendis vitae. Eveniet quasi iure officia ex maxime iure. Soluta quis rerum enim.,Mudbidri,Ramdurg
599,CR/1992/7998,CS/1996/4183,2023-08-06,8,6,2,3,5,24,2,2,2023-08-04 21:41:35,2023-08-04 22:41:35,2023-08-06 12:41:35,13.0393924,77.5967747,Necessitatibus consequatur ab a sed quam magnam iusto. Quae asperiores sequi. Eveniet deleniti fugit.,Hungund,Udupi
600,CR/1999/1329,CS/2016/4856,2024-04-20,30,26,2,2,1,34,5,3,2024-04-19 07:36:12,2024-04-19 11:36:12,2024-04-20 23:36:12,17.328739804678733,76.83719966718529,"Esse maxime eligendi sapiente hic occaecati sint. Aspernatur quibusdam incidunt dolorem totam quidem rerum. Beatae sequi corporis.
Ea repudiandae non pariatur vel nisi quas.",Haliyal,Soraba
601,CR/1988/4902,CS/2006/9295,2024-12-20,12,12,2,2,9,21,6,6,2024-12-19 08:09:39,2024-12-19 13:09:39,2024-12-20 01:09:39,12.2796904,76.6498256,"Maxime earum similique vero perspiciatis necessitatibus ullam. Est non voluptatem inventore. Odio alias nisi.
Dolorum quibusdam vero alias doloremque explicabo ipsum. Illum omnis explicabo iusto.",Basavakalyan,Bantwal
602,CR/2023/5307,CS/2021/6197,2024-11-13,4,5,1,1,13,62,2,9,2024-11-12 13:10:45,2024-11-12 16:10:45,2024-11-13 09:10:45,12.8446027,77.6626525,"Facilis et id nobis. Sunt occaecati cum.
Officia eveniet amet sapiente commodi sunt. Ab rerum cupiditate aut ducimus. Veritatis expedita ducimus recusandae.",Basavakalyan,Karkala
603,CR/1976/9481,CS/2011/6225,2024-11-02,17,23,3,1,12,44,6,9,2024-10-31 15:44:49,2024-10-31 16:44:49,2024-11-02 14:44:49,16.20975344917002,77.34199435081527,"Vel est labore repellat. Voluptatem est nobis cupiditate sequi voluptatibus.
Sequi cum et occaecati recusandae culpa.",Halebidu,Devanahalli
604,CR/1978/2328,CS/1983/4814,2025-10-08,44,3,1,1,7,36,6,4,2025-10-07 07:47:31,2025-10-07 11:47:31,2025-10-08 22:47:31,12.9233938,77.619601,"Maxime molestias modi eveniet. Quos error officiis facilis. Sequi vero maiores accusamus minus.
Atque perferendis perferendis perspiciatis. Aperiam mollitia necessitatibus. Nulla sapiente animi quas.",Sedam,Hunsur
605,CR/2025/2082,CS/2013/4950,2025-11-01,46,22,2,2,6,73,3,4,2025-10-31 17:39:43,2025-10-31 20:39:43,2025-11-01 18:39:43,13.9326754,75.5712309,Illo nostrum error temporibus possimus. Praesentium fugit magni nam optio unde velit aspernatur. Nobis totam nemo ea corporis officiis ipsa architecto.,Harohalli,Brahmavar
606,CR/1999/2180,CS/2022/9687,2026-02-21,20,13,1,3,1,21,5,4,2026-02-21 11:53:28,2026-02-21 16:53:28,2026-02-21 16:53:28,12.313618234333106,76.6518756719691,Accusamus incidunt recusandae et possimus deserunt magni. Laudantium mollitia accusamus aliquid pariatur eligendi beatae. Exercitationem voluptates fugit nobis sequi quibusdam at.,Kengeri,Brahmavar
607,CR/2002/2457,CS/2021/1430,2025-06-13,21,8,3,2,4,68,6,9,2025-06-11 14:21:42,2025-06-11 18:21:42,2025-06-13 07:21:42,13.029276045458708,77.53722612036624,Voluptatum fugit corporis ratione veniam neque non. Doloribus dignissimos ab. Sequi pariatur laboriosam debitis.,Ankola,Karkala
608,CR/1995/2631,CS/1978/7159,2023-12-05,18,6,3,2,13,21,2,1,2023-12-05 04:35:25,2023-12-05 07:35:25,2023-12-05 13:35:25,13.0383989,77.5941554,Perspiciatis itaque voluptatem incidunt dolorem officia cum nostrum. Architecto temporibus ipsam amet unde voluptate. Saepe amet quas asperiores illo autem.,Kollegal,Bengaluru North
609,CR/1980/1040,CS/2021/8275,2024-05-01,47,23,3,2,6,39,4,4,2024-04-29 20:11:16,2024-04-30 00:11:16,2024-05-01 03:11:16,16.204794897999154,77.34947082326012,"Nesciunt fugit doloremque impedit qui reprehenderit dignissimos. Sed dignissimos cumque alias esse vel.
Voluptatem facere corporis sint voluptatibus fuga.",Basavakalyan,Soraba
610,CR/1982/4538,CS/1980/2962,2026-04-08,38,12,3,1,1,40,2,6,2026-04-07 11:32:22,2026-04-07 14:32:22,2026-04-08 01:32:22,12.2910546,76.6465338,"Repellat quo distinctio necessitatibus sint esse.
Necessitatibus ad quisquam fugiat voluptatum. Adipisci minima culpa autem assumenda quaerat.",Mudbidri,Hosanagara
611,CR/1977/3126,CS/2018/6957,2024-12-26,13,8,2,1,13,16,1,9,2024-12-24 09:25:03,2024-12-24 11:25:03,2024-12-26 05:25:03,13.030914329032965,77.5383798315756,Adipisci voluptates tempore iste voluptatum. Assumenda sapiente totam illo. Sed sapiente dignissimos libero. Recusandae odit fugiat numquam quaerat laborum.,Gangavathi,Bhadravati
612,CR/1999/4218,CS/1993/1594,2023-12-31,6,25,3,2,3,58,5,9,2023-12-30 07:16:32,2023-12-30 08:16:32,2023-12-31 17:16:32,17.9117033,77.5198719,"Maiores ea consectetur quis. Ipsum illo delectus amet. Dolorum magnam alias aliquid dolorum explicabo magnam eum.
Vero maiores eos facilis. Esse voluptatem minus tempora.",Mudhol,Tirthahalli
613,CR/2003/9298,CS/1996/1814,2024-10-17,24,17,1,1,13,11,3,10,2024-10-17 06:22:32,2024-10-17 11:22:32,2024-10-17 21:22:32,15.4506282,75.010992,"Quibusdam eius expedita asperiores autem voluptatum. Est at quaerat explicabo officia.
Natus numquam vitae dolorem. Hic accusamus totam nobis.",Kollegal,Puttur
614,CR/1984/4391,CS/1985/3052,2026-05-24,49,15,3,2,15,40,4,9,2026-05-22 16:57:35,2026-05-22 20:57:35,2026-05-24 05:57:35,15.8666209,74.509877,"Fuga quidem sequi.
Expedita aspernatur molestiae beatae. Ea vel occaecati sit dolorem eaque praesentium.",Ankola,Athani
615,CR/1973/6194,CS/1991/7918,2024-07-18,37,25,2,1,2,43,1,2,2024-07-17 11:56:00,2024-07-17 13:56:00,2024-07-18 13:56:00,17.9090568,77.5200986,"Neque quam iure natus. Repellat aliquid sapiente magni itaque tenetur.
Possimus doloremque eaque. Enim maxime a. Ducimus consequuntur reiciendis voluptatibus ipsa doloribus debitis ullam.",Halebidu,Gubbi
616,CR/2008/7006,CS/2016/8911,2023-12-06,33,7,3,1,6,28,1,5,2023-12-06 10:59:46,2023-12-06 15:59:46,2023-12-06 14:59:46,12.9291181,77.5850192,"Tempore tempore nihil voluptatum id rerum rem. Pariatur eveniet fuga voluptatum.
Laborum sint necessitatibus tempore quam officia.",Jamkhandi,KR Nagar
617,CR/2013/6213,CS/1978/2026,2025-01-26,41,26,1,3,9,56,5,5,2025-01-24 23:05:29,2025-01-25 03:05:29,2025-01-26 08:05:29,17.32853767979791,76.83155441961823,Debitis harum officiis nulla assumenda dicta modi aut. Repellat dolorum ut quo qui voluptatum. Vel similique laborum non fugiat numquam.,Belur,Maddur
618,CR/2005/7589,CS/1972/1084,2025-01-11,50,26,2,1,5,58,3,8,2025-01-10 12:12:54,2025-01-10 13:12:54,2025-01-11 04:12:54,17.325568117138456,76.83840590374353,"Expedita minus iure explicabo exercitationem iusto. Saepe expedita sapiente accusamus ab.
Dolorum non voluptates reiciendis. Reiciendis id ea pariatur officiis consequuntur blanditiis.",Hungund,Malavalli
619,CR/2008/1372,CS/1975/8769,2026-01-31,29,21,1,2,8,1,1,1,2026-01-31 17:41:44,2026-01-31 22:41:44,2026-01-31 18:41:44,13.3425376,77.1113018,Officiis inventore adipisci fuga veritatis expedita maxime. Laboriosam reiciendis voluptate iure asperiores. Quibusdam laudantium doloribus officia.,Shahabad,Malavalli
620,CR/2007/8491,CS/2002/5265,2025-04-15,5,11,1,2,7,47,6,10,2025-04-14 13:11:16,2025-04-14 18:11:16,2025-04-15 13:11:16,12.97831644891274,77.58631092995984,"Quasi omnis ducimus repellat vel.
Voluptatum error optio numquam unde magni nobis. Fugiat aliquid repellat exercitationem.",Ilkal,Tirthahalli
621,CR/1980/4190,CS/1987/6382,2026-06-22,10,2,3,2,2,42,6,4,2026-06-22 06:01:47,2026-06-22 08:01:47,2026-06-22 11:01:47,12.970154,77.6104626,"Beatae mollitia doloremque assumenda. Doloremque fugit et a molestiae. Nihil ipsum voluptatum temporibus reprehenderit.
Adipisci repudiandae porro corrupti fugiat quo ullam laboriosam.",Harohalli,Sagara
622,CR/1975/2171,CS/2000/1390,2024-12-15,35,6,1,2,2,65,1,7,2024-12-14 00:51:16,2024-12-14 05:51:16,2024-12-15 20:51:16,13.0331201,77.5964741,Soluta amet officiis itaque blanditiis. Exercitationem voluptate illo voluptatibus velit numquam autem.,Virajpet,Doddaballapura
623,CR/2007/8132,CS/1986/5109,2024-10-11,32,7,3,3,12,67,3,3,2024-10-11 13:32:03,2024-10-11 17:32:03,2024-10-11 14:32:03,12.9316519,77.579685,Neque dicta rerum nulla distinctio consectetur ipsum. Id a voluptates consequatur corporis exercitationem omnis facilis. Ad temporibus assumenda.,Lingasugur,Bengaluru South
624,CR/2015/9492,CS/1998/4079,2026-02-10,19,26,2,1,1,65,3,1,2026-02-09 03:00:34,2026-02-09 07:00:34,2026-02-10 10:00:34,17.333894363294025,76.8382968531828,"Quae itaque quam sit ipsum. Fugiat perspiciatis quia debitis.
Maxime sequi quam odio aut error. Suscipit error natus. Eum sunt possimus.
Facilis consequatur modi sequi. Dolorem eos nesciunt.",Kollegal,Devanahalli
625,CR/1994/6593,CS/2026/8666,2025-09-19,27,4,2,3,5,11,4,8,2025-09-19 03:38:14,2025-09-19 07:38:14,2025-09-19 21:38:14,12.967167775898531,77.75244467324758,"Iste autem pariatur quasi. Eligendi blanditiis minima porro fuga. Delectus consequatur a harum laudantium.
Consequatur earum consectetur id dolor. Architecto a quos omnis dolores. In in veritatis.",Belur,Puttur
626,CR/1977/6068,CS/1971/5923,2023-12-04,49,8,1,3,12,7,2,8,2023-12-04 11:02:01,2023-12-04 12:02:01,2023-12-04 22:02:01,13.029273654167271,77.54274708753364,"Sunt corporis doloribus voluptate ad dicta blanditiis. Eius corporis rem iure ducimus. Illo qui ut et molestiae.
Sapiente esse eaque. Culpa vitae similique fugiat sit temporibus.",Sedam,Nelamangala
627,CR/1982/3343,CS/2007/9767,2023-08-09,18,23,3,1,2,68,5,1,2023-08-07 15:21:52,2023-08-07 17:21:52,2023-08-09 04:21:52,16.206043145279935,77.34772292570017,"Debitis cum quis. Quaerat aliquid deleniti.
Voluptatem nihil atque id iure asperiores nihil. Distinctio aliquid temporibus iusto officiis explicabo reiciendis.",Halebidu,Malavalli
628,CR/1987/1138,CS/2014/3248,2026-03-03,17,22,2,1,11,37,6,5,2026-03-02 09:47:48,2026-03-02 13:47:48,2026-03-03 21:47:48,13.9286994,75.5631145,"Dolor asperiores ipsa maiores dolor. Ea corrupti quia nam voluptatum odit repudiandae.
Omnis autem placeat consectetur repellat.
Sit a doloribus et dicta sequi. Ducimus quia blanditiis in.",Basavakalyan,Anekal
629,CR/2023/3623,CS/2014/4845,2024-03-19,14,21,3,1,12,13,2,9,2024-03-19 00:44:52,2024-03-19 03:44:52,2024-03-19 05:44:52,13.3418889,77.1144506,"Voluptas ab totam. Nemo architecto nesciunt debitis id.
Sit voluptas nulla officia pariatur. Non quae quibusdam totam.",Shahabad,Malavalli
630,CR/2005/7339,CS/1981/7420,2025-09-10,32,23,1,1,2,61,5,2,2025-09-10 15:54:26,2025-09-10 18:54:26,2025-09-10 16:54:26,16.209331930351908,77.34757056410214,Temporibus eaque placeat accusamus enim. Excepturi sequi earum asperiores aspernatur praesentium.,Kushalnagar,Belagavi
631,CR/1989/2540,CS/2015/4504,2024-02-09,14,24,1,2,5,12,4,2,2024-02-08 01:44:24,2024-02-08 03:44:24,2024-02-09 11:44:24,15.137572366769644,76.92292380104948,Veniam fuga inventore nisi nulla a numquam placeat. Voluptate aperiam pariatur earum temporibus. Illum omnis omnis.,Mundgod,Devanahalli
632,CR/1983/6855,CS/2005/4894,2024-11-30,19,22,1,2,9,1,1,7,2024-11-28 17:51:02,2024-11-28 22:51:02,2024-11-30 00:51:02,13.9266113,75.5664566,Libero error laudantium facere. Quae impedit blanditiis ducimus.,Mundgod,Pavagada
633,CR/2014/4280,CS/2009/6791,2025-06-14,48,22,2,3,3,72,4,1,2025-06-13 02:31:34,2025-06-13 03:31:34,2025-06-14 14:31:34,13.9310643,75.5702895,"Necessitatibus dolore iure praesentium quaerat dolor quidem beatae. Nam laudantium molestiae. Perferendis ad error vero.
Corrupti iure commodi. Omnis ipsum ipsum quos aliquid quod.",Kengeri,Tumakuru
634,CR/2009/2534,CS/2022/4725,2023-07-09,3,3,2,2,4,44,6,6,2023-07-08 06:48:45,2023-07-08 09:48:45,2023-07-09 14:48:45,12.9212879,77.6123172,"Dolores odit reprehenderit deserunt adipisci suscipit ratione.
Illum ipsum voluptates dolorum commodi dignissimos accusamus. Earum velit voluptatibus temporibus itaque.",Somwarpet,Moodabidri
635,CR/1972/2676,CS/1999/3265,2023-10-30,39,11,1,3,2,35,2,3,2023-10-28 06:15:29,2023-10-28 07:15:29,2023-10-30 04:15:29,12.977685220937602,77.58799049105527,"Dolorum non fugit.
Earum beatae earum voluptates odio animi adipisci. Ipsa placeat quibusdam eius.",Shahabad,Puttur
636,CR/1972/5480,CS/1989/8179,2023-08-20,32,7,3,2,1,39,3,1,2023-08-20 07:24:44,2023-08-20 10:24:44,2023-08-20 19:24:44,12.9272621,77.5850991,"Officiis provident assumenda neque. Debitis veritatis eligendi culpa voluptas.
Reprehenderit incidunt quo occaecati. Corporis cum laborum reprehenderit.",Afzalpur,KR Nagar
637,CR/1989/8886,CS/2016/2235,2024-04-27,42,6,2,3,4,49,3,10,2024-04-25 14:36:41,2024-04-25 16:36:41,2024-04-27 02:36:41,13.039082,77.599235,Dolorum cupiditate at autem consequuntur facere. Fuga reiciendis eveniet atque repudiandae. Earum blanditiis fugiat autem illum magni.,Kushtagi,Kunigal
638,CR/1974/4297,CS/1993/4474,2025-07-18,46,27,3,2,11,5,6,10,2025-07-17 02:17:46,2025-07-17 05:17:46,2025-07-18 14:17:46,12.5222186,76.8907671,Sunt fugit quam. Deleniti possimus cum explicabo labore autem similique deserunt. Adipisci modi recusandae aliquid architecto.,Kushtagi,Pandavapura
639,CR/2016/7774,CS/2007/3433,2024-02-20,19,1,2,1,1,30,5,1,2024-02-20 16:50:36,2024-02-20 17:50:36,2024-02-20 17:50:36,12.9771281,77.5904426,Numquam consectetur animi possimus. Veritatis quos sit alias iusto voluptatum. Delectus repellat aspernatur doloribus labore officia. Natus vero suscipit quam.,Kumta,Pandavapura
640,CR/2010/1158,CS/1994/5484,2025-10-05,29,6,3,3,14,18,3,8,2025-10-04 18:31:54,2025-10-04 21:31:54,2025-10-05 18:31:54,13.033,77.5957449,"Consectetur iste cupiditate quae laudantium repellendus aliquam vel. Fuga laborum sed culpa rerum reiciendis eum.
Odio error non facilis laudantium sint. Accusamus tempore recusandae consequuntur.",Kudupu,Tiptur
641,CR/2017/7241,CS/2024/1301,2025-02-17,3,23,1,3,8,8,3,10,2025-02-17 13:30:57,2025-02-17 18:30:57,2025-02-17 20:30:57,16.212169554889577,77.35003950445164,Ea aliquam architecto tempora hic. Doloribus unde voluptas laudantium similique deleniti qui. Id laboriosam facilis natus.,Kollegal,Madhugiri
642,CR/2015/1810,CS/2003/6237,2023-09-04,31,11,2,1,15,29,4,1,2023-09-03 17:14:34,2023-09-03 20:14:34,2023-09-04 18:14:34,12.976042119955375,77.58915347066097,"Omnis eum dicta nam labore voluptatem facere.
Facere ex illo suscipit eaque. Blanditiis excepturi in quasi odit accusamus neque.
Nostrum repellat pariatur quidem. Omnis veritatis officiis nulla.",Kushalnagar,Sullia
